Tweet_ID,Root_Tweet_ID,Conversation_ID,In_Reply_To_Tweet_ID,Waktu_Posting,Username,Teks_Komentar,Jumlah_Likes,Jumlah_Retweet,Sumber_Akuisisi,Hierarki_Komentar,Display_Name,Followers_Count,Bahasa,Jumlah_Reply,Jumlah_Quote,Jumlah_View,Keyword_Matched,URL
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:47,pramanaputera,@panggilsajamumu emg enak enihh mbg nya mu🤤,0,0,KEYWORD_SEARCH,Root_Tweet,dipptr,6023,in,0,0,0,MBG[Latest],https://x.com/pramanaputera/status/2094361331227107548
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:46,pramanaputera,@iwthil met mam mbg bang,0,0,KEYWORD_SEARCH,Root_Tweet,dipptr,6023,in,0,0,2,MBG[Latest],https://x.com/pramanaputera/status/2094361214998732933
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:46,Bazza12312,@xMBGx Is Mbg asking fof himself or for friend,0,0,KEYWORD_SEARCH,Root_Tweet,PORT BEGGING BOTS,125,en,0,0,0,MBG[Latest],https://x.com/Bazza12312/status/2094361131846353032
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:46,Navpem,"Ini yang Bikin Program MBG SAKTI

Yayasan Adi Upaya (Yasau)
Pendiri/Pembina: Didirikan oleh jajaran pimpinan TNI AU. Secara ex-officio, KSAU bertindak sebagai Ketua Pembina bersama jajaran Perwira Tinggi TNI AU (dikelola oleh purnawirawan marsekal TNI AU).

Yayasan Kemala Bhayangkari
Pendiri/Tokoh Kunci: Ny. Sri Rochmani Anton Soedjarwo (diprakarsai bersama para istri perwira Polri pada tahun 1980).
Pembina: Istri Kepala Kepolisian RI (Kapolri) yang menjabat sebagai Ketua Pembina Yayasan Kemala Bhayangkari.

Yayasan Patriot Solidaritas Nusantara
Pendiri/Tokoh Kunci: Tokoh penggerak relawan kebangsaan dan tokoh purnawirawan nasional (terafiliasi dengan gerakan solidaritas nasional dan jejaring pendukung program strategis pemerintah).

Yayasan Perjuangan Untuk Kesejahteraan Rakyat
Pendiri/Tokoh Kunci: Tokoh aktivis sosial dan praktisi filantropi kerakyatan yang bergerak dalam program bantuan pangan mandiri.

Yayasan Persyarikatan Muhammadiyah
Pendiri: K.H. Ahmad Dahlan (Muhammad Darwis) pada 18 November 1912.
Pimpinan Pusat: Prof. Dr. K.H. Haedar Nashir, https://t.co/UHDIffySFr. (Ketua Umum PP Muhammadiyah) dan Prof. Dr. Abdul Mu'ti, M.Ed. (Sekretaris Umum PP Muhammadiyah).

Yayasan Pundi Amal Nusantara
Pendiri/Tokoh Kunci: Para inisiator lembaga filantropi dan penggalangan donasi sosial kemanusiaan masyarakat.

Yayasan Yayasan Pengembangan Potensi Sumber Daya Pertahanan
Pendiri/Pembina: Kementerian Pertahanan RI. Jajaran pimpinan/Sekjen Kemhan RI dan Menteri Pertahanan RI bertindak sebagai Pembina utama.

Yayasan Purnawirawan Pejuang Indonesia Raya 
Pendiri/Tokoh Kunci: Mayjen TNI (Purn.) Musa Bangun (Ketua Umum PPIR) bersama Jenderal TNI (Purn.)/H. Prabowo Subianto selaku Ketua Dewan Pembina organisasi purnawirawan sayap Gerindra/PPIR.

Yayasan Kartika Purna Yudha
Pendiri/Tokoh Kunci: Jajaran purnawirawan perwira tinggi TNI Angkatan Darat (dibina bersama jejaring Persatuan Purnawirawan TNI AD/PPAD).

Yayasan Manunggal Kartika Jasa
Pendiri/Pembina: Korps lingkungan TNI Angkatan Darat (terafiliasi dengan ekosistem badan usaha dan kesejahteraan prajurit di bawah yayasan keluarga besar TNI AD).

Yayasan Supra Merah Putih
Pendiri/Tokoh Kunci: Penggerak organisasi kepemudaan, wiraswasta sosial, dan aktivis ketahanan pangan lokal.

Yayasan Elsye Peduli Bangsa
Pendiri/Tokoh Kunci: Elsye (pengusaha/tokoh filantropi perempuan) beserta jajaran keluarga pendiri yang bergerak di bidang kesejahteraan ibu dan anak.

Yayasan Pemberdayaan Perempuan UMKM Indonesia 
Pendiri/Tokoh Kunci: Hj. Munifah Syanwani, https://t.co/UHDIffySFr. (Pendiri dan Ketua Umum DPP PPUMI) bersama jajaran pengusaha perempuan nasional.

Yayasan Bina Bangsa
Pendiri/Tokoh Kunci: Surya Putra Subandi (Founder / Dewan Pengurus Yayasan Bina Bangsa School) beserta konsorsium pendidik swasta.

Yayasan Bhakti Mitra Widyatama
Pendiri/Tokoh Kunci: Para akademisi, pakar manajemen pendidikan tinggi vokasi dan tenaga ahli pengembangan sumber daya manusia.",0,0,KEYWORD_SEARCH,Root_Tweet,MatSot,9248,in,0,0,19,MBG[Latest],https://x.com/Navpem/status/2094361082030592442
2.09426E+18,2.09426E+18,2.09426E+18,,8/31/2026 3:12,rebukanrain,"Bagi yang mau tau yayasan yang paling berkuasa dalam pengelolaan SPPG
Nih bisa di lihat ada 15 Yayasan dan kalau kalian cek satu-satu kalian bakalan terkejut dengan siapa pemegang nya.

Kalau ada yang tanya ini peraturan apa
Ini SE PPATK no 7/2025 https://t.co/WAHxPR2hBA",38,24,KEYWORD_SEARCH,Root_Tweet,Rebukanre,8278,in,2,3,2597,MBG[Latest],https://x.com/rebukanrain/status/2094261906316087765
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:45,rahmaniarbaftim,"@P0113R Yg penting MBG, itu poinnya 🤣🤣🫢",0,0,KEYWORD_SEARCH,Root_Tweet,RahmaBaftim,23706,in,0,0,1,MBG[Latest],https://x.com/rahmaniarbaftim/status/2094360991895290179
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:45,boerhanudin27,"@hamsterbacod Ya dari sebelum prabowo menjabat juga petani sudah pada umroh, bahkan ada yang naik haji. Tapi dua hal ini ya bukan liburan. Plenger bener admin Gerindra, mentang-mentang pengikutnya punya otak setipis ompreng MBG!!!",0,0,KEYWORD_SEARCH,Root_Tweet,icepicep,341,in,0,0,0,MBG[Latest],https://x.com/boerhanudin27/status/2094360930851381718
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:45,isseinugrohoX,"Pejabat ini Tetep Nyuruh Siswa Kalimantan Buat Sekolah, Demi MBG https://t.co/lKIc4HXAFd",0,0,KEYWORD_SEARCH,Root_Tweet,Issei Nugroho,51,in,0,0,1,MBG[Latest],https://x.com/isseinugrohoX/status/2094360861192425533
2.09407E+18,2.09407E+18,2.09407E+18,,8/30/2026 14:45,dodisegrovee,"Kepala Dinas Pendidikan (Kadisdik) Prov. Kalimantan Tengah: 

""Libur sekolah karna asap ini bikin dapur2 MBG mati &amp; anak2 ke kafe""

Pak, anak2 di rumah nggak akan ke kafe pas asap separah ini, btw jangan2 anda punya dapur MBG? 

Paru anak2 mati pelan2 karna kebijakan anda ini. https://t.co/C2GOh85B4C",22954,8773,KEYWORD_SEARCH,Root_Tweet,DSG Post,2175,in,870,2634,1012180,MBG[Latest],https://x.com/dodisegrovee/status/2094073985260728427
2.09436E+18,2.09436E+18,2.09436E+18,,8/31/2026 9:44,justnipzyy,@seishook maunya denia mbg,0,0,KEYWORD_SEARCH,Root_Tweet,Nipzyy.,36,in,0,0,4,MBG[Latest],https://x.com/justnipzyy/status/2094360553997373500
